,TTF0,TTF1,TTF2,TTF3,TTF4
302,306099.3420239181,177705.98942801132,201261.47211264627,402508.4010403777,227311.9313000639
303,234767.81057062437,223928.67074231515,285856.35324360384,244510.71567611548,248595.0524477138
304,394199.94704527437,217639.54773566913,284710.4840532042,371206.7189816018,239594.56424339788
305,84034.70400482714,295862.41929834126,140285.5789254371,229357.5486047275,306326.47887202655
306,232711.13377195023,91886.84897975023,389119.5579498765,206788.4566564542,444177.4802971129
307,221285.07569676376,176284.1424692276,348160.46120656416,314562.07365634607,378867.7834659618
308,224871.1046187068,221105.12557780306,317403.8315387907,252664.6356520109,246312.34236787914
309,302829.91016158625,191085.69952018338,233102.33052374472,338591.3733026702,174296.5429613758
310,327265.7892816677,275183.576747469,223043.63435285664,221130.5310114706,352464.88971683494
311,311314.34127141826,299536.1239726583,244312.111961996,298945.1353081607,176170.56082216397
312,132009.8959754759,262215.45275867137,223299.44352627563,284392.6345212334,238673.11508357376
313,119096.46850717637,261278.87794301155,186420.38211656126,269515.6376338885,349569.02468319103
314,162500.56442941798,247945.15005901907,232797.5545190067,236432.96588528497,208905.0734910962
315,168300.0022630543,179594.52758359132,393113.20892959053,299183.92702039855,286234.76864974364
316,237003.9576011643,247102.0454000293,383350.8097084886,197637.08180340103,279717.18482532626
317,207503.8553626923,247087.2273648986,297811.2783429666,252154.44026357133,409595.1689606778
318,127550.56017094442,240334.64472447144,262418.82819201314,286166.8715799279,316560.72917322075
319,129090.03205789927,235397.6684541576,319857.5174720854,285445.89572718757,288522.03043595277
320,405076.0982292299,251699.17816940075,310794.24565604347,256165.4465736332,381341.77581271704
321,52124.99006299732,309023.1081832066,279945.9875818662,345034.201973382,181705.53180452422
322,166649.13345011088,194205.31635308146,533545.3442262923,340188.03586585895,192939.38814835413
323,188064.922391811,262221.34400103876,248969.7515612847,376281.19665347954,154334.81493311096
324,249709.59667086936,267889.5273768455,186666.93574531347,240377.83970523285,302629.6813311481
325,195403.88289594266,154836.4381731359,316097.68998392683,352818.2424537331,340430.86529683776
326,299739.5203431149,324867.95644615835,329236.08833697793,268702.69282256695,188936.74215164626
327,220314.55479972792,368998.78231542534,212706.5665453449,255671.55657077246,348785.9334618153
328,102298.26332948686,212336.179927761,179023.75060347412,257532.00212253784,211761.27228153445
329,125172.15665587099,221336.7658953623,293195.32466875744,209398.56573071543,292840.63604286086
330,135665.9222113566,182279.1631134759,273069.72040760564,442191.3467373507,349307.06641636166
